location_id,neighbourhood_id,total_traffic_volume,total_median_income,labor_force_amount
12257,121,6211,29400,6080
30280,121,10368,29400,6080
30304,121,2480,29400,6080
30410,121,11900,29400,6080
41362,121,6891,29400,6080
42960,121,12275,29400,6080
42987,121,1383,29400,6080
3946,122,11144,44000,12070
3947,122,18131,44000,12070
3948,122,20426,44000,12070
4064,122,17149,44000,12070
4416,122,10448,44000,12070
4418,122,18177,44000,12070
4454,122,33000,44000,12070
4515,122,34814,44000,12070
4814,122,25381,44000,12070
5586,122,12658,44000,12070
5776,122,11461,44000,12070
5810,122,11007,44000,12070
6013,122,54363,44000,12070
6375,122,7699,44000,12070
6392,122,5932,44000,12070
12087,122,5430,44000,12070
14945,122,4469,44000,12070
16322,122,13890,44000,12070
28078,122,11389,44000,12070
28082,122,15145,44000,12070
28090,122,2649,44000,12070
28102,122,3304,44000,12070
28105,122,2248,44000,12070
28109,122,4653,44000,12070
29065,122,2190,44000,12070
29713,122,6360,44000,12070
37146,122,4616,44000,12070
41611,122,5068,44000,12070
41614,122,1461,44000,12070
41618,122,1771,44000,12070
41916,122,1463,44000,12070
42333,122,1305,44000,12070
42620,122,18222,44000,12070
42912,122,644,44000,12070
42913,122,321,44000,12070
43333,122,971,44000,12070
43427,122,844,44000,12070
43532,122,570,44000,12070
43556,122,883,44000,12070
3949,123,16173,38000,8150
3950,123,21686,38000,8150
4108,123,73161,38000,8150
4419,123,15104,38000,8150
4927,123,70806,38000,8150
4928,123,87543,38000,8150
5208,123,20425,38000,8150
6848,123,17509,38000,8150
12223,123,16052,38000,8150
28097,123,17445,38000,8150
37890,123,5534,38000,8150
38170,123,9215,38000,8150
41356,123,3897,38000,8150
42534,123,613,38000,8150
42538,123,977,38000,8150
43421,123,628,38000,8150
43535,123,707,38000,8150
43539,123,999,38000,8150
43540,123,655,38000,8150
4575,124,122521,32000,8175
4876,124,11644,32000,8175
5600,124,34217,32000,8175
5655,124,45094,32000,8175
6233,124,6504,32000,8175
32383,124,6962,32000,8175
38146,124,10068,32000,8175
42312,124,5416,32000,8175
4042,125,51817,34000,6715
27311,125,13931,34000,6715
43585,125,24348,34000,6715
4044,126,75269,33200,12200
4047,126,158943,33200,12200
4048,126,44281,33200,12200
4251,126,36577,33200,12200
4252,126,37574,33200,12200
4253,126,115000,33200,12200
4915,126,39368,33200,12200
5063,126,56303,33200,12200
6449,126,11155,33200,12200
37808,126,5315,33200,12200
42702,126,9996,33200,12200
43204,126,1202,33200,12200
43206,126,809,33200,12200
43211,126,559,33200,12200
50095,126,1337,33200,12200
50100,126,13342,33200,12200
4050,128,63576,32000,12430
5493,128,43493,32000,12430
5829,128,95062,32000,12430
6115,128,11395,32000,12430
11151,128,9103,32000,12430
40838,128,6920,32000,12430
42996,128,1879,32000,12430
43659,128,16131,32000,12430
4156,129,31048,30000,13130
4561,129,15317,30000,13130
4930,129,114994,30000,13130
5155,129,46716,30000,13130
5675,129,24259,30000,13130
5996,129,19054,30000,13130
11694,129,12298,30000,13130
38043,129,4239,30000,13130
41291,129,13866,30000,13130
41616,129,5948,30000,13130
42390,129,1239,30000,13130
42391,129,1267,30000,13130
42529,129,801,30000,13130
42530,129,1748,30000,13130
4505,130,80074,28400,10640
4526,130,19073,28400,10640
4565,130,79807,28400,10640
4762,130,50497,28400,10640
5322,130,9656,28400,10640
5360,130,22629,28400,10640
5564,130,41903,28400,10640
5565,130,42345,28400,10640
5658,130,58966,28400,10640
28047,130,26096,28400,10640
30720,130,33574,28400,10640
31835,130,7651,28400,10640
40726,130,13207,28400,10640
41918,130,3119,28400,10640
43056,130,8854,28400,10640
43215,130,1756,28400,10640
43431,130,34486,28400,10640
50096,130,1722,28400,10640
4218,133,25226,48800,6855
4376,133,52343,48800,6855
4377,133,16681,48800,6855
4627,133,12862,48800,6855
4757,133,35400,48800,6855
5211,133,16614,48800,6855
5765,133,37319,48800,6855
36380,133,6124,48800,6855
42610,133,3303,48800,6855
43586,133,4563,48800,6855
43690,133,499,48800,6855
4255,134,15133,36400,6585
4334,134,16030,36400,6585
4708,134,7133,36400,6585
4786,134,5470,36400,6585
5066,134,26521,36400,6585
5512,134,19981,36400,6585
5593,134,9461,36400,6585
7320,134,81073,36400,6585
25921,134,17990,36400,6585
33581,134,5491,36400,6585
36205,134,3373,36400,6585
37967,134,2107,36400,6585
42533,134,715,36400,6585
43440,134,559,36400,6585
50088,134,4756,36400,6585
50089,134,4510,36400,6585
50090,134,4371,36400,6585
4288,135,43798,34400,8840
5065,135,29838,34400,8840
5087,135,54877,34400,8840
5442,135,39631,34400,8840
31831,135,12569,34400,8840
32177,135,6524,34400,8840
38196,135,3973,34400,8840
38856,135,9029,34400,8840
43588,135,2990,34400,8840
50056,135,1091,34400,8840
3953,136,149329,33200,13595
3955,136,31964,33200,13595
4287,136,3384,33200,13595
4420,136,98375,33200,13595
4710,136,9471,33200,13595
5021,136,9655,33200,13595
5089,136,10245,33200,13595
5478,136,7189,33200,13595
5777,136,21691,33200,13595
6110,136,18805,33200,13595
6156,136,6320,33200,13595
12049,136,17629,33200,13595
30672,136,3049,33200,13595
31830,136,2262,33200,13595
35267,136,519,33200,13595
35269,136,345,33200,13595
35982,136,2857,33200,13595
37257,136,6888,33200,13595
37258,136,1469,33200,13595
37262,136,5117,33200,13595
38054,136,7518,33200,13595
42450,136,3018,33200,13595
42451,136,2718,33200,13595
43325,136,1077,33200,13595
43357,136,1096,33200,13595
43477,136,16627,33200,13595
43478,136,17045,33200,13595
43534,136,1233,33200,13595
43630,136,7379,33200,13595
50104,136,6958,33200,13595
50105,136,696,33200,13595
4090,138,12401,33200,10915
4128,138,68155,33200,10915
4563,138,132448,33200,10915
5334,138,159529,33200,10915
5601,138,172331,33200,10915
5656,138,28878,33200,10915
38407,138,17709,33200,10915
42618,138,10514,33200,10915
42955,138,1371,33200,10915
43214,138,1846,33200,10915
43669,138,6879,33200,10915
3951,139,19533,32400,7620
4151,139,73214,32400,7620
4577,139,39388,32400,7620
4595,139,63577,32400,7620
4789,139,18540,32400,7620
5590,139,21584,32400,7620
28091,139,58776,32400,7620
31855,139,6484,32400,7620
32616,139,1464,32400,7620
43555,139,1221,32400,7620
3952,140,116904,48000,4845
5591,140,86924,48000,4845
31571,140,5476,48000,4845
39261,140,1069,48000,4845
39271,140,5209,48000,4845
43326,140,714,48000,4845
43338,140,954,48000,4845
43358,140,1095,48000,4845
4216,141,83821,31200,12705
4684,141,57588,31200,12705
4994,141,8433,31200,12705
5064,141,24175,31200,12705
5403,141,13794,31200,12705
5427,141,17991,31200,12705
5429,141,22603,31200,12705
5431,141,18198,31200,12705
5910,141,18965,31200,12705
5932,141,14264,31200,12705
6430,141,16478,31200,12705
38065,141,2644,31200,12705
41271,141,408,31200,12705
42532,141,454,31200,12705
42560,141,12911,31200,12705
43141,141,481,31200,12705
43200,141,1115,31200,12705
43202,141,510,31200,12705
43341,141,626,31200,12705
43342,141,548,31200,12705
43362,141,293,31200,12705
43587,141,613,31200,12705
43631,141,1054,31200,12705
1146,142,24142,32400,13560
4115,142,12158,32400,13560
4119,142,8772,32400,13560
4154,142,72927,32400,13560
4254,142,57607,32400,13560
4564,142,14175,32400,13560
4569,142,21090,32400,13560
4597,142,66377,32400,13560
4683,142,22987,32400,13560
4691,142,6487,32400,13560
4952,142,112293,32400,13560
5461,142,4991,32400,13560
6182,142,24875,32400,13560
11707,142,8004,32400,13560
31390,142,4180,32400,13560
31851,142,4594,32400,13560
34288,142,26348,32400,13560
38980,142,7074,32400,13560
39333,142,1658,32400,13560
42707,142,5171,32400,13560
43201,142,280,32400,13560
43340,142,15431,32400,13560
4309,143,17169,42000,10670
4375,143,12564,42000,10670
4613,143,3294,42000,10670
4756,143,36569,42000,10670
5132,143,9030,42000,10670
5740,143,13998,42000,10670
6118,143,15539,42000,10670
32236,143,14348,42000,10670
35826,143,4500,42000,10670
36478,143,4697,42000,10670
42706,143,338,42000,10670
42954,143,2751,42000,10670
42958,143,3175,42000,10670
43043,143,2960,42000,10670
43208,143,1593,42000,10670
43344,143,465,42000,10670
43395,143,1489,42000,10670
43632,143,566,42000,10670
50058,143,842,42000,10670
50093,143,2184,42000,10670
50094,143,1797,42000,10670
4289,144,5037,34800,13210
4306,144,24709,34800,13210
4335,144,49847,34800,13210
4336,144,3759,34800,13210
4709,144,7796,34800,13210
4712,144,49043,34800,13210
5540,144,14805,34800,13210
5730,144,31444,34800,13210
5913,144,28127,34800,13210
6433,144,5562,34800,13210
13871,144,23724,34800,13210
28056,144,25822,34800,13210
28958,144,919,34800,13210
31187,144,21192,34800,13210
33036,144,13917,34800,13210
33746,144,21660,34800,13210
33753,144,4201,34800,13210
42621,144,275,34800,13210
42970,144,3436,34800,13210
42997,144,2267,34800,13210
43396,144,2405,34800,13210
4186,145,7445,31600,8880
4998,145,19648,31600,8880
4999,145,9814,31600,8880
5443,145,31090,31600,8880
5692,145,29404,31600,8880
6432,145,6847,31600,8880
12267,145,9557,31600,8880
31085,145,5964,31600,8880
31280,145,7412,31600,8880
38047,145,4799,31600,8880
41623,145,2542,31600,8880
41627,145,2886,31600,8880
42332,145,2025,31600,8880
42972,145,1032,31600,8880
43343,145,3004,31600,8880
43554,145,4551,31600,8880
4294,146,15438,33200,13145
4308,146,43824,33200,13145
4607,146,71791,33200,13145
4713,146,5770,33200,13145
4717,146,22686,33200,13145
4724,146,18775,33200,13145
5028,146,11661,33200,13145
5088,146,14231,33200,13145
5090,146,13077,33200,13145
5737,146,18664,33200,13145
5968,146,14540,33200,13145
31149,146,5497,33200,13145
41220,146,3212,33200,13145
41607,146,4742,33200,13145
41920,146,1145,33200,13145
43393,146,1232,33200,13145
43660,146,1310,33200,13145
50057,146,626,33200,13145
3984,147,112009,31400,10180
4844,147,13412,31400,10180
5237,147,8163,31400,10180
5544,147,18275,31400,10180
43212,147,1440,31400,10180
43213,147,1021,31400,10180
43505,147,4397,31400,10180
4051,148,12006,31000,10320
4364,148,134365,31000,10320
4466,148,45221,31000,10320
4481,148,7507,31000,10320
4884,148,29688,31000,10320
5997,148,17193,31000,10320
6027,148,13295,31000,10320
28954,148,8575,31000,10320
4272,149,27909,39200,7255
4412,149,29405,39200,7255
5984,149,35361,39200,7255
12270,149,4957,39200,7255
41612,149,1021,39200,7255
43041,149,2366,39200,7255
43210,149,1136,39200,7255
43394,149,7087,39200,7255
4413,150,23673,36000,11185
5067,150,17895,36000,11185
5082,150,13332,36000,11185
6103,150,28270,36000,11185
11242,150,23565,36000,11185
41582,150,945,36000,11185
43414,150,22563,36000,11185
4231,151,6658,36400,11350
4232,151,5438,36400,11350
4668,151,13600,36400,11350
5036,151,10218,36400,11350
5715,151,18370,36400,11350
5941,151,7925,36400,11350
6443,151,23490,36400,11350
42061,151,6258,36400,11350
5049,152,6706,36800,7510
11995,152,6975,36800,7510
29169,152,17889,36800,7510
30970,152,6392,36800,7510
32475,152,12610,36800,7510
33585,152,6542,36800,7510
33649,152,18813,36800,7510
35407,152,20520,36800,7510
38666,152,6104,36800,7510
42017,152,1496,36800,7510
42535,152,5760,36800,7510
42964,152,6507,36800,7510
4229,153,14971,46400,8715
4230,153,6282,46400,8715
5030,153,2857,46400,8715
5495,153,20822,46400,8715
41615,153,1985,46400,8715
42971,153,17072,46400,8715
43428,153,6602,46400,8715
4024,154,53802,33600,10780
4268,154,24995,33600,10780
4269,154,28090,33600,10780
4695,154,22817,33600,10780
5464,154,26200,33600,10780
5801,154,12996,33600,10780
5947,154,17986,33600,10780
6099,154,26717,33600,10780
6452,154,29128,33600,10780
22646,154,20346,33600,10780
36661,154,24807,33600,10780
37598,154,10461,33600,10780
43134,154,690,33600,10780
43628,154,2566,33600,10780
43629,154,1924,33600,10780
43633,154,2001,33600,10780
4069,155,30373,37600,9955
4075,155,50609,37600,9955
4122,155,197968,37600,9955
4279,155,35493,37600,9955
4522,155,72174,37600,9955
4697,155,29339,37600,9955
4904,155,17648,37600,9955
4907,155,69752,37600,9955
4908,155,15816,37600,9955
5723,155,23635,37600,9955
6453,155,26185,37600,9955
11301,155,26480,37600,9955
28533,155,37529,37600,9955
37993,155,13314,37600,9955
40419,155,690,37600,9955
41590,155,1784,37600,9955
42901,155,18187,37600,9955
43411,155,30319,37600,9955
43551,155,934,37600,9955
50055,155,15105,37600,9955
50116,155,335,37600,9955
4261,156,10178,34000,9330
4262,156,13251,34000,9330
4538,156,14418,34000,9330
4543,156,35112,34000,9330
4689,156,21029,34000,9330
5016,156,73048,34000,9330
5068,156,25481,34000,9330
5335,156,147663,34000,9330
5460,156,44578,34000,9330
5838,156,75515,34000,9330
28433,156,12319,34000,9330
30150,156,10859,34000,9330
30718,156,12213,34000,9330
31858,156,8920,34000,9330
32408,156,2553,34000,9330
38021,156,33970,34000,9330
41349,156,12368,34000,9330
41608,156,1828,34000,9330
41921,156,2091,34000,9330
4110,157,91474,33200,5370
4540,157,29564,33200,5370
4541,157,29864,33200,5370
4929,157,191656,33200,5370
5425,157,19837,33200,5370
33254,157,8957,33200,5370
4322,158,20087,45600,12600
4716,158,1400,45600,12600
5119,158,10208,45600,12600
5332,158,15610,45600,12600
5745,158,35017,45600,12600
5821,158,12083,45600,12600
6171,158,13430,45600,12600
12283,158,8530,45600,12600
29714,158,8962,45600,12600
34744,158,17999,45600,12600
37887,158,29234,45600,12600
38086,158,14433,45600,12600
39598,158,7816,45600,12600
40510,158,13280,45600,12600
41245,158,26203,45600,12600
41983,158,493,45600,12600
41984,158,975,45600,12600
41985,158,1391,45600,12600
41986,158,3478,45600,12600
41987,158,1882,45600,12600
41988,158,1010,45600,12600
42000,158,254,45600,12600
42001,158,683,45600,12600
42002,158,1602,45600,12600
42003,158,1757,45600,12600
42004,158,13151,45600,12600
42005,158,13009,45600,12600
42007,158,657,45600,12600
42015,158,13433,45600,12600
43348,158,12381,45600,12600
43416,158,3634,45600,12600
4038,159,6957,46000,15295
4063,159,19521,46000,15295
4320,159,54699,46000,15295
4321,159,15358,46000,15295
4725,159,16139,46000,15295
4854,159,78540,46000,15295
4855,159,48044,46000,15295
5092,159,13232,46000,15295
5261,159,55948,46000,15295
5266,159,36383,46000,15295
5282,159,10441,46000,15295
5283,159,6162,46000,15295
5288,159,7243,46000,15295
5295,159,4658,46000,15295
5481,159,52130,46000,15295
5482,159,11613,46000,15295
5503,159,40087,46000,15295
5608,159,49451,46000,15295
5634,159,13057,46000,15295
5808,159,2648,46000,15295
6239,159,16435,46000,15295
20302,159,14799,46000,15295
20496,159,35532,46000,15295
20498,159,38649,46000,15295
22583,159,9415,46000,15295
24196,159,39110,46000,15295
27224,159,12044,46000,15295
27312,159,10231,46000,15295
28962,159,7229,46000,15295
29514,159,17675,46000,15295
31533,159,9965,46000,15295
40564,159,15356,46000,15295
41102,159,19327,46000,15295
41293,159,16438,46000,15295
41982,159,14528,46000,15295
42313,159,8125,46000,15295
42609,159,17793,46000,15295
43031,159,16248,46000,15295
50097,159,2626,46000,15295
4319,160,11172,45200,10095
4410,160,22968,45200,10095
5167,160,18379,45200,10095
5192,160,6482,45200,10095
5243,160,45595,45200,10095
5502,160,68968,45200,10095
5527,160,10180,45200,10095
5557,160,21476,45200,10095
5976,160,40810,45200,10095
11250,160,3794,45200,10095
12172,160,24946,45200,10095
26198,160,9793,45200,10095
33977,160,7185,45200,10095
34933,160,9576,45200,10095
35315,160,4840,45200,10095
36886,160,38416,45200,10095
37198,160,9263,45200,10095
38056,160,11792,45200,10095
41914,160,2087,45200,10095
42316,160,8413,45200,10095
42317,160,698,45200,10095
42318,160,574,45200,10095
42320,160,3403,45200,10095
42321,160,1410,45200,10095
42322,160,1246,45200,10095
42323,160,2134,45200,10095
42324,160,4362,45200,10095
42325,160,1936,45200,10095
42326,160,1657,45200,10095
42327,160,1895,45200,10095
42328,160,462,45200,10095
42329,160,2204,45200,10095
42330,160,591,45200,10095
42331,160,2106,45200,10095
42422,160,2125,45200,10095
42423,160,1195,45200,10095
42424,160,1724,45200,10095
42425,160,1226,45200,10095
42426,160,623,45200,10095
42961,160,9171,45200,10095
43035,160,6555,45200,10095
43037,160,4244,45200,10095
43190,160,561,45200,10095
3936,161,10637,53200,15450
4781,161,9338,53200,15450
5193,161,8890,53200,15450
5200,161,10627,53200,15450
11194,161,17086,53200,15450
31859,161,7281,53200,15450
43034,161,6685,53200,15450
43036,161,7529,53200,15450
3992,162,26838,65500,9865
4004,162,7457,65500,9865
4124,162,58698,65500,9865
4125,162,55765,65500,9865
4139,162,103353,65500,9865
4837,162,22703,65500,9865
5249,162,22821,65500,9865
5367,162,69066,65500,9865
5372,162,13146,65500,9865
5830,162,14533,65500,9865
11325,162,8211,65500,9865
14966,162,38259,65500,9865
23209,162,6743,65500,9865
26226,162,5624,65500,9865
30144,162,3199,65500,9865
35150,162,9347,65500,9865
36330,162,5967,65500,9865
37988,162,6160,65500,9865
38725,162,2673,65500,9865
4572,163,12369,64500,16225
23978,163,9326,64500,16225
24761,163,6406,64500,16225
24878,163,15908,64500,16225
26150,163,8635,64500,16225
28343,163,6250,64500,16225
32098,163,1294,64500,16225
38704,163,8253,64500,16225
40112,163,11541,64500,16225
42937,163,8823,64500,16225
43039,163,2122,64500,16225
43335,163,4475,64500,16225
4006,164,8870,67000,21345
4007,164,7799,67000,21345
4136,164,13170,67000,21345
4140,164,12475,67000,21345
4159,164,10572,67000,21345
4160,164,11964,67000,21345
4177,164,99391,67000,21345
4179,164,130575,67000,21345
5254,164,11593,67000,21345
5396,164,24537,67000,21345
6427,164,14562,67000,21345
11307,164,12855,67000,21345
15994,164,7215,67000,21345
26227,164,1766,67000,21345
28052,164,10950,67000,21345
34273,164,10952,67000,21345
40394,164,28708,67000,21345
43311,164,7599,67000,21345
43312,164,5548,67000,21345
43313,164,5156,67000,21345
43314,164,5180,67000,21345
43315,164,9886,67000,21345
4138,165,43979,58800,21900
4162,165,45127,58800,21900
4185,165,26901,58800,21900
4202,165,40492,58800,21900
5000,165,23865,58800,21900
5697,165,54330,58800,21900
12085,165,6113,58800,21900
12165,165,23257,58800,21900
14542,165,24398,58800,21900
25687,165,4618,58800,21900
25688,165,6292,58800,21900
31561,165,17669,58800,21900
37426,165,11590,58800,21900
41588,165,19327,58800,21900
41634,165,10463,58800,21900
41770,165,19968,58800,21900
42527,165,7145,58800,21900
42938,165,14089,58800,21900
43361,165,3665,58800,21900
50075,165,10051,58800,21900
4000,166,72465,58000,21965
4204,166,51203,58000,21965
4208,166,42274,58000,21965
4240,166,60986,58000,21965
4241,166,189965,58000,21965
4247,166,86227,58000,21965
4248,166,67869,58000,21965
4257,166,121645,58000,21965
4453,166,63209,58000,21965
4633,166,108670,58000,21965
4635,166,35133,58000,21965
4673,166,23344,58000,21965
5040,166,73026,58000,21965
5069,166,66551,58000,21965
6094,166,18059,58000,21965
6095,166,120830,58000,21965
11149,166,29586,58000,21965
11675,166,33594,58000,21965
11920,166,13649,58000,21965
12135,166,64903,58000,21965
12166,166,37137,58000,21965
12190,166,63953,58000,21965
12413,166,42108,58000,21965
22573,166,44377,58000,21965
22750,166,37252,58000,21965
22751,166,20604,58000,21965
27043,166,12552,58000,21965
27708,166,41931,58000,21965
29602,166,4720,58000,21965
31005,166,13827,58000,21965
40725,166,14885,58000,21965
41552,166,26024,58000,21965
41553,166,27350,58000,21965
41556,166,18575,58000,21965
41557,166,11752,58000,21965
41633,166,7844,58000,21965
41656,166,17776,58000,21965
42436,166,2877,58000,21965
42437,166,2320,58000,21965
42929,166,10463,58000,21965
42930,166,1073,58000,21965
4640,167,37438,42800,15725
4642,167,15898,42800,15725
4644,167,628408,42800,15725
4679,167,60785,42800,15725
4680,167,29301,42800,15725
4956,167,127324,42800,15725
5043,167,58762,42800,15725
5044,167,62710,42800,15725
5452,167,175712,42800,15725
5720,167,33853,42800,15725
42524,167,13475,42800,15725
4452,168,28826,45200,12140
4634,168,69796,45200,12140
4637,168,56471,45200,12140
4638,168,32635,45200,12140
4671,168,16909,45200,12140
4674,168,19993,45200,12140
4675,168,31033,45200,12140
4676,168,34549,45200,12140
4677,168,78825,45200,12140
5033,168,175144,45200,12140
5042,168,23327,45200,12140
5280,168,35693,45200,12140
5293,168,29608,45200,12140
5451,168,240891,45200,12140
6091,168,17270,45200,12140
6212,168,19289,45200,12140
39935,168,21782,45200,12140
42962,168,7509,45200,12140
4643,169,164962,39600,10415
4895,169,230589,39600,10415
5009,169,85059,39600,10415
5927,169,104443,39600,10415
6089,169,135490,39600,10415
4037,170,29852,44000,8620
4200,170,147243,44000,8620
4209,170,36468,44000,8620
4611,170,154718,44000,8620
4636,170,32649,44000,8620
4639,170,25010,44000,8620
4641,170,33495,44000,8620
5012,170,30698,44000,8620
5031,170,56926,44000,8620
5032,170,131749,44000,8620
5292,170,57276,44000,8620
5704,170,161411,44000,8620
5705,170,279411,44000,8620
6155,170,285915,44000,8620
26542,170,40533,44000,8620
41242,170,16495,44000,8620
50069,170,5304,44000,8620
4092,171,31282,41200,14040
4101,171,77313,41200,14040
4531,171,14551,41200,14040
4923,171,179777,41200,14040
4924,171,13062,41200,14040
5351,171,15367,41200,14040
5834,171,51508,41200,14040
6061,171,20632,41200,14040
6198,171,37133,41200,14040
6258,171,22074,41200,14040
6301,171,9243,41200,14040
12260,171,7530,41200,14040
22730,171,10568,41200,14040
23229,171,3930,41200,14040
23231,171,3058,41200,14040
23233,171,3511,41200,14040
27873,171,997,41200,14040
27875,171,2584,41200,14040
28802,171,2482,41200,14040
28803,171,8784,41200,14040
35968,171,6367,41200,14040
37503,171,8327,41200,14040
39263,171,1673,41200,14040
39504,171,9814,41200,14040
41105,171,10331,41200,14040
41127,171,3105,41200,14040
41128,171,894,41200,14040
41904,171,10970,41200,14040
50106,171,4277,41200,14040
4527,172,8958,38000,7460
4528,172,34775,38000,7460
4557,172,11175,38000,7460
4558,172,12844,38000,7460
4604,172,9664,38000,7460
4925,172,46671,38000,7460
5308,172,11889,38000,7460
5350,172,183568,38000,7460
5370,172,37396,38000,7460
6063,172,12124,38000,7460
6172,172,12501,38000,7460
6253,172,9828,38000,7460
6273,172,6472,38000,7460
16361,172,24571,38000,7460
16654,172,33412,38000,7460
16655,172,3503,38000,7460
16670,172,3611,38000,7460
16674,172,3061,38000,7460
16675,172,3194,38000,7460
24253,172,2285,38000,7460
24777,172,2727,38000,7460
27052,172,6949,38000,7460
27200,172,7534,38000,7460
27833,172,2646,38000,7460
27836,172,7829,38000,7460
36219,172,7693,38000,7460
36943,172,1280,38000,7460
38861,172,886,38000,7460
39604,172,6523,38000,7460
41877,172,10588,38000,7460
41879,172,3401,38000,7460
41880,172,3325,38000,7460
41881,172,15763,38000,7460
42063,172,1739,38000,7460
42903,172,4840,38000,7460
43412,172,1255,38000,7460
43413,172,1338,38000,7460
4655,173,39472,46000,10870
4667,173,18527,46000,10870
12123,173,13461,46000,10870
38720,173,3789,46000,10870
4131,174,11614,52400,15070
4652,174,13282,52400,15070
4654,174,622652,52400,15070
5035,174,133043,52400,15070
5454,174,81164,52400,15070
5680,174,8352,52400,15070
27967,174,8514,52400,15070
32187,174,3076,52400,15070
37819,174,7032,52400,15070
41585,174,7978,52400,15070
41926,174,1904,52400,15070
42259,174,10081,52400,15070
42525,174,1364,52400,15070
42526,174,8809,52400,15070
43048,174,1509,52400,15070
